General.ID,Order,Family,Genus,Species,Common.name,IUCN.status,Survivorship,Age,Sex,Year,Month,Day,Date.accuracy,Latitude,Longitude,Location.accuracy,Locality,State.or.Province,Country,Deterrent,Building.height,Pane.type,Data.collection.method
2009,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Adult,Unknown,2004,March,3,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2010,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Unknown,Unknown,2004,July,31,Exact,-23.63,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2011,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Unknown,Unknown,2004,November,12,Exact,-23.54,-46.58,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2012,Piciformes,Picidae,Colaptes,Colaptes campestris,Campo Flicker,Least Concern,Alive,Adult,Unknown,2004,December,12,Exact,-23.73,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2013,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Female,2005,March,2,Exact,-23.6,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2014,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2005,April,4,Exact,-24.01,-46.27,Precise,Guaruja,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2015,Cuculiformes,Cuculidae,Piaya,Piaya cayana,Squirrel Cuckoo,Least Concern,Alive,Adult,Unknown,2005,June,13,Exact,-23.33,-46.65,Precise,Mairipora,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2016,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Unknown,Unknown,2005,September,29,Exact,-23.62,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2017,Passeriformes,Tyrannidae,Myiophobus,Myiophobus fasciatus,Bran-colored Flycatcher,Least Concern,Dead,Unknown,Unknown,2005,October,6,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Unknown,Gov. Agency
2018,Coraciiformes,Alcedinidae,Megaceryle,Megaceryle torquata,Ringed Kingfisher,Least Concern,Alive,Adult,Female,2006,March,23,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2019,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2006,April,8,Exact,-23.73,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2020,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Dead,Unknown,Unknown,2006,April,11,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2021,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Juvenile,Unknown,2006,April,19,Exact,-23.54,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2022,Cuculiformes,Cuculidae,Piaya,Piaya cayana,Squirrel Cuckoo,Least Concern,Alive,Juvenile,Unknown,2006,June,12,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Reflective,Gov. Agency
2023,Strigiformes,Strigidae,Megascops,Megascops choliba,Tropical Screech-Owl,Least Concern,Alive,Adult,Unknown,2006,June,12,Exact,-23.56,-46.56,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2024,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Unknown,Unknown,2006,August,19,Exact,-23.61,-46.71,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Unknown,Gov. Agency
2025,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Unknown,Unknown,2006,September,13,Exact,-23.6,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2026,Galbuliformes,Bucconidae,Malacoptila,Malacoptila striata,Crescent-chested Puffbird,Least Concern,Alive,Unknown,Unknown,2006,September,18,Exact,-23.32,-46.73,Precise,Franco da Rocha,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2027,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,Least Concern,Alive,Adult,Unknown,2006,November,8,Exact,-23.6,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Unknown,Gov. Agency
2028,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Adult,Unknown,2006,December,1,Exact,-23.51,-46.63,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Unknown,Gov. Agency
2029,Apodiformes,Trochilidae,Ramphodon,Ramphodon naevius,Saw-billed Hermit,Least Concern,Alive,Unknown,Unknown,2007,February,24,Exact,-23.72,-45.73,Precise,Sao Sebastiao,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2030,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Dead,Unknown,Unknown,2007,March,6,Exact,-23.56,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2031,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Juvenile,Unknown,2007,March,23,Exact,-23.62,-46.7,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2032,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Juvenile,Unknown,2007,April,15,Exact,-23.58,-46.62,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2033,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2007,April,20,Exact,-23.6,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Unknown,Gov. Agency
2034,Passeriformes,Turdidae,Turdus,Turdus amaurochalinus,Creamy-bellied Thrush,Least Concern,Alive,Adult,Unknown,2007,May,15,Exact,-23.6,-46.57,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2035,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Unknown,2007,May,25,Exact,-23.61,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2036,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2007,June,14,Exact,-23.57,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2037,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,Least Concern,Alive,Adult,Unknown,2007,July,2,Exact,-23.61,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2038,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Juvenile,Unknown,2007,October,4,Exact,-23.5,-46.74,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2039,Cathartiformes,Cathartidae,Coragyps,Coragyps atratus,Black Vulture,Least Concern,Alive,Juvenile,Unknown,2007,October,9,Exact,-23.63,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2040,Cuculiformes,Cuculidae,Piaya,Piaya cayana,Squirrel Cuckoo,Least Concern,Alive,Unknown,Unknown,2007,October,13,Exact,-23.59,-46.75,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2041,Nyctibiiformes,Nyctibiidae,Nyctibius,Nyctibius griseus,Common Potoo,Least Concern,Alive,Adult,Unknown,2007,October,29,Exact,-23.5,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2042,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,Least Concern,Alive,Adult,Unknown,2007,November,15,Exact,-23.54,-46.72,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2043,Passeriformes,Parulidae,Basileuterus,Basileuterus culicivorus,Golden-crowned Warbler,Least Concern,Alive,Juvenile,Unknown,2007,November,30,Exact,-23.41,-46.79,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2044,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,Least Concern,Alive,Adult,Unknown,2008,January,28,Exact,-23.61,-46.58,Precise,Sao Caetano do Sul,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2045,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2008,March,8,Exact,-23.54,-46.72,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2046,Passeriformes,Turdidae,Turdus,Turdus flavipes,Yellow-legged Thrush,Least Concern,Alive,Adult,Unknown,2008,April,10,Exact,-23.56,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Reflective,Gov. Agency
2047,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2008,February,Unknown,Approximate,-23.55,-46.89,Precise,Barueri,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2048,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia caudata,Swallow-tailed Manakin,Least Concern,Alive,Juvenile,Female,2008,May,14,Exact,-23.41,-46.79,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2049,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2008,July,1,Exact,-23.6,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2050,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Juvenile,Unknown,2008,July,4,Exact,-23.6,-46.83,Precise,Cotia,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2051,Piciformes,Ramphastidae,Ramphastos,Ramphastos vitellinus,Channel-billed Toucan,Least Concern,Alive,Adult,Unknown,2008,September,29,Exact,-23.6,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2052,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Juvenile,Unknown,2008,October,8,Exact,-23.58,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Unknown,Unknown,Gov. Agency
2053,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Adult,Unknown,2008,October,8,Exact,-23.41,-46.79,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2054,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Juvenile,Unknown,2008,October,24,Exact,-23.62,-46.62,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2055,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Unknown,Unknown,2008,October,28,Exact,-23.53,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Reflective,Gov. Agency
2056,Piciformes,Picidae,Celeus,Celeus flavescens,Blond-crested Woodpecker,Least Concern,Alive,Juvenile,Female,2008,November,14,Exact,-23.53,-46.92,Precise,Itapevi,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2057,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Unknown,Unknown,2008,November,14,Exact,-23.51,-46.71,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2058,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2008,November,15,Exact,-23.58,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2059,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Adult,Male,2009,February,8,Exact,-24.18,-46.79,Precise,Itanhaem,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2060,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Juvenile,Unknown,2009,February,14,Exact,-23.64,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2061,Passeriformes,Contingidae,Pyroderus,Pyroderus scutatus,Red-ruffed Fruitcrow,Least Concern,Alive,Juvenile,Unknown,2009,May,14,Exact,-23.59,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2062,Piciformes,Ramphastidae,Ramphastos,Ramphastos dicolorus,Red-breasted Toucan,Least Concern,Alive,Adult,Unknown,2009,June,8,Exact,-23.66,-46.46,Precise,Maua,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2063,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Unknown,2009,June,23,Exact,-23.58,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Unknown,Translucent,Gov. Agency
2064,Piciformes,Picidae,Dryocopus,Dryocopus lineatus,Lineated Woodpecker,Least Concern,Alive,Adult,Male,2009,October,2,Exact,-23.65,-46.69,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2065,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2009,October,22,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2066,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Juvenile,Unknown,2009,October,23,Exact,-23.59,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Translucent,Gov. Agency
2067,Piciformes,Picidae,Colaptes,Colaptes campestris,Campo Flicker,Least Concern,Alive,Adult,Unknown,2009,October,27,Exact,-23.66,-46.59,Precise,Sao Bernardo do Campo,Sao Paulo,Brazil,None,Taller,Reflective,Gov. Agency
2068,Caprimulgiformes,Caprimulgidae,Nyctidromus,Nyctidromus albicollis,Common Pauraque,Least Concern,Alive,Juvenile,Unknown,2009,December,2,Exact,-23.5,-46.88,Precise,Barueri,Sao Paulo,Brazil,Unknown,Unknown,Reflective,Gov. Agency
2069,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Juvenile,Unknown,2009,December,15,Exact,-23.56,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Translucent,Gov. Agency
2070,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Adult,Unknown,2010,April,19,Exact,-23.59,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2071,Pelecaniformes,Ardeidae,Egretta,Egretta thula,Snowy Egret,Least Concern,Alive,Adult,Unknown,2010,May,13,Exact,-23.59,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2072,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Adult,Unknown,2010,May,21,Exact,-23.67,-46.74,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2073,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Male,2010,June,4,Exact,-23.59,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2074,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Male,2010,June,17,Exact,-23.82,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2075,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Juvenile,Unknown,2010,September,2,Exact,-23.6,-46.69,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2076,Strigiformes,Strigidae,Megascops,Megascops choliba,Tropical Screech-Owl,Least Concern,Alive,Adult,Unknown,2010,September,14,Exact,-23.65,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2077,Passeriformes,Vireonidae,Cyclarhis,Cyclarhis gujanensis,Rufous-browed Peppershrike,Least Concern,Alive,Adult,Male,2010,September,25,Exact,-23.59,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2078,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Female,2010,October,4,Exact,-23.64,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2079,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2010,October,10,Exact,-23.6,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2080,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2010,October,21,Exact,-23.59,-46.7,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2081,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Adult,Unknown,2010,October,27,Exact,-23.62,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2082,Passeriformes,Cotingidae,Pyroderus,Pyroderus scutatus,Red-ruffed Fruitcrow,Least Concern,Alive,Juvenile,Female,2010,October,27,Exact,-23.61,-46.69,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Reflective,Gov. Agency
2083,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Juvenile,Male,2010,October,31,Exact,-23.57,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2084,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Juvenile,Unknown,2010,November,1,Exact,-23.58,-46.65,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Reflective,Gov. Agency
2085,Passeriformes,Cotingidae,Pyroderus,Pyroderus scutatus,Red-ruffed Fruitcrow,Least Concern,Alive,Adult,Unknown,2010,November,8,Exact,-23.79,-46.55,Precise,Sao Bernardo do Campo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2086,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Blue-and-white Swallow,Least Concern,Alive,Adult,Male,2010,November,24,Exact,-23.59,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2087,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Juvenile,Unknown,2011,February,17,Exact,-23.54,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2088,Passeriformes,Thraupidae,Haplospiza,Haplospiza unicolor,Uniform Finch,Least Concern,Alive,Adult,Male,2011,March,25,Exact,-23.58,-46.66,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2089,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Juvenile,Unknown,2011,May,22,Exact,-23.57,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Reflective,Gov. Agency
2090,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Unknown,Unknown,2011,May,26,Exact,-23.63,-46.71,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2091,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle amazona,Amazon Kingfisher,Least Concern,Alive,Adult,Male,2011,June,6,Exact,-23.64,-46.59,Precise,Sao Paulo,Sao Paulo,Brazil,None,Low-rise,Unknown,Gov. Agency
2092,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2011,July,7,Exact,-23.61,-46.58,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2093,Cathartiformes,Cathartidae,Coragyps,Coragyps atratus,Black Vulture,Least Concern,Alive,Adult,Unknown,2011,July,14,Exact,-23.63,-46.56,Precise,Sao Caetano do Sul,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2094,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Unknown,Unknown,2011,August,30,Exact,-23.64,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2095,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Adult,Unknown,2011,September,15,Exact,-23.59,-46.72,Precise,Sao Paulo,Sao Paulo,Brazil,None,Taller,Reflective,Gov. Agency
2096,Passeriformes,Thraupidae,Saltator,Saltator similis,Green-winged Saltator,Least Concern,Alive,Adult,Unknown,2011,September,20,Exact,-23.57,-46.87,Precise,Carapicuiba,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2097,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Dead,Unknown,Unknown,2011,October,1,Exact,-23.64,-46.4,Precise,Maua,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2098,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Juvenile,Unknown,2011,October,27,Exact,-23.73,-46.62,Precise,Diadema,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2099,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Juvenile,Male,2011,November,10,Exact,-23.55,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2100,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Alive,Juvenile,Unknown,2011,December,11,Exact,-23.59,-46.4,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2101,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Juvenile,Unknown,2011,December,19,Exact,-23.59,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2102,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Juvenile,Unknown,2011,December,20,Exact,-23.56,-46.7,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2103,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Male,2011,December,28,Exact,-23.59,-46.61,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2104,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Adult,Male,2012,January,24,Exact,-23.62,-46.63,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2105,Passeriformes,Turdidae,Turdus,Turdus rufiventris,Rufous-bellied Thrush,Least Concern,Alive,Adult,Unknown,2012,March,5,Exact,-23.56,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2106,Accipitriformes,Accipitridae,Buteogallus,Buteogallus lacernulatus,White-necked Hawk,Vulnerable,Alive,Adult,Female,2012,April,19,Exact,-23.61,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Taller,Unknown,Gov. Agency
2107,Psittaciformes,Psittacidae,Brotogeris,Brotogeris tirica,Plain Parakeet,Least Concern,Alive,Adult,Unknown,2012,April,2,Exact,-23.6,-46.64,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2108,Psittaciformes,Psittacidae,Brotogeris,Brotogeris tirica,Plain Parakeet,Least Concern,Alive,Adult,Unknown,2012,April,3,Exact,-23.5,-46.73,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2109,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Unknown,2012,April,16,Exact,-23.59,-46.83,Precise,Cotia,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2110,Nyctibiiformes,Nyctibiidae,Nyctibius,Nyctibius griseus,Common Potoo,Least Concern,Alive,Adult,Female,2012,April,26,Exact,-23.68,-46.67,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
2111,Psittaciformes,Psittacidae,Diopsittaca,Diopsittaca nobilis,Red-shouldered Macaw,Least Concern,Alive,Adult,Unknown,2012,May,8,Exact,-23.56,-46.56,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Unknown,Unknown,Gov. Agency
2112,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Female,2012,May,15,Exact,-23.59,-46.68,Precise,Sao Paulo,Sao Paulo,Brazil,Unknown,Low-rise,Unknown,Gov. Agency
